;Tectonic_setting;Location_notes;Pluton;Colour;Symbol;Size_rel;Size;SubGroup;Group;DebonPQ;TASMiddlemostPlut;Villaseca;QANOR;LaRoche;Geol_unit_notes;Rock_type_notes;Ref;Age;Latitude;Longitude;SiO2;TiO2;Al2O3;FeOt;MnO;MgO;CaO;K2O;Na2O;P2O5;H2O;H2Ot;H2O.MINUS;LOI;Li;Be;B;Sc;V;Cr;Ni;Cu;Zn;Rb;Sr;Y;Zr;Nb;Cs;Ba;La;Ce;Pr;Nd;Sm;Eu;Gd;Tb;Dy;Ho;Er;Tm;Yb;Lu;Hf;Ta;Pb;Th;U;Co;Mo;W;Ga;Ge;As;In;Sn;Sb;Cd;Q;C;Or;Ab;An;Ne;Ns;Ks;Di;Wo;Hy;Ol;Il;Tn;Pf;Ru;Ap;Sum_CIPW;Orthoclase;Albite;Anorthite;Quartz;Apatite;Ilmenite;Biotite;Amphibole;Corundum;Rest;sum_meso;P;K;Ti;Cr2O3;A/NK;A/CNK;K2O/Na2O
Slipper6;OROGENIC BELT;//////////////;Slippersbaai;dodgerblue4;15;1.42;1.136;ArcAlk;4- ACG & ATG;ad;granite;metaluminous;unclassified;alkali granite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;76.12;0.09;12.47;1.14;0.03;0.12;0.77;4.72;4.54;0.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.97734006;0;27.89384857;37.86146815;0;0;0.129115313;0;0.644840021;1.153697534;0;0;0.064176664;0.13802451;0;0;0.011843134;98.87435395;33.00057247;38.4538;-4.4337828;27.3180912;0.0118;0.0855;-7.530773758;11.89188634;0;0.076192846;98.8732863;21.823;39182.136;539.55;;0.991425304;0.892123207;1.039647577
Slipper7;OROGENIC BELT;//////////////;Slippersbaai;dodgerblue4;15;1.42;1.136;ArcAlk;4- ACG & ATG;ad;granite;metaluminous;unclassified;granite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;75.77;0.05;11.91;1.54;0.05;0.34;2.02;4.56;3.75;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.37763132;0;26.94829438;31.73145461;2.196412029;0;0;0;1.846594807;2.25077925;0;0;0.095004069;0;0;0;0.023686268;98.46985672;36.42643819;31.7625;-5.5998814;27.1340856;0.0236;0.0475;-14.44538835;22.99782058;0;0.129006036;98.47568065;43.646;37853.928;299.75;;1.072486083;0.805934929;1.216
Slipper8;OROGENIC BELT;//////////////;Slippersbaai;dodgerblue4;15;1.42;1.136;ArcAlk;4- ACG & ATG;ad;granite;f-P;3b granite;granite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;74.43;0.2;14.58;1.59;0.06;0.15;1.26;3.86;3.78;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.98035602;2.083906556;22.8114948;31.98530624;5.728465564;0;0;0;0;0;0.373669322;0;0.128353328;0;0;0.132506555;0.189490147;98.41354853;22.2743;32.0166;5.725824;35.176184;0.1888;0.19;0.7934;0;2.073192;-0.0383;98.4;349.168;32043.018;1199;;1.402370797;1.149148784;1.021164021
Slipper9;OROGENIC BELT;//////////////;Slippersbaai;dodgerblue4;15;1.42;1.136;ArcAlk;4- ACG & ATG;gr;granite;f-P;3b granite;granite;Gary_s_DB//////////;//////;Scheepers, 1990 (PhD);;;;75.11;0.1;13.93;1.29;0.02;0.15;1.16;4.82;3.4;0.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.24155465;1.058048083;28.48481993;28.76985218;5.624346478;0;0;0;0;0;0.373669322;0;0.042784443;0;0;0.077516793;0.047372537;98.71996441;28.05745;28.798;5.622656;34.435496;0.0472;0.095;0.63175;0;1.051248;-0.0288;98.71;87.292;40012.266;599.5;;1.28853894;1.078186471;1.417647059
6-151-5;CONVERGENT MARGIN;Mariposa//Palisade Creek Suite////////////;Tinemaha Granodiorite;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;gd;granodiorite;metaluminous;8* quartz monzonite;tonalite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.06166667;-118.43;62.82;0.64;15.44;5.45;0.3;2.35;5.04;3.72;3.15;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.7053978;0;21.98413489;26.65442187;17.00261003;0;0;0;5.358164535;0;3.370210468;0;0.641766638;0.741973017;0;0;0.023686268;93.48236552;26.40654736;26.6805;9.0425762;14.3013752;0.0236;0.608;-6.640524871;23.27336674;0;-0.209409576;93.48603105;43.646;30880.836;3836.8;;1.676669692;0.840380933;1.180952381
BP-1;CONVERGENT MARGIN;Mariposa//Palisade Creek Suite////////////;Tinemaha Granodiorite;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;gd;granodiorite;metaluminous;3b granite;tonalite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.12;-118.4416667;65.77;0.6;14.34;4.47;0.1;2.02;4.24;3.76;3.18;0.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.70469101;0;22.22052343;26.90827351;13.74834971;0;0;0;3.130098388;0;3.581026663;0;0.213922213;1.19654949;0;0;0.568470442;94.27190486;24.72771585;26.9346;8.0066756;20.7301776;0.5664;0.57;-3.628042058;16.55736554;0;-0.203337634;94.2615549;1047.504;31212.888;3597;;1.541706479;0.842999541;1.182389937
BLa-18;CONVERGENT MARGIN;Mariposa//Unassigned, adjacent to Fine Gold Suite////////////;Tonalite of Oakhurst;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;gd;granodiorite;l-P;5a tonalite;granodiorite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.39833333;-119.6316667;68.3;0.49;15.7;3;0.05;1.3;3.78;2.73;3.5;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.7447348;0.353634234;16.13351834;29.6160243;18.10006993;0;0;0;0;0;3.238467456;0;0.106961106;0;0;0.43389716;0.236862684;95.96417002;12.795845;29.645;18.09408;29.66738;0.236;0.4655;4.931065;0;0.33724;-0.22211;95.95;436.46;22662.549;2937.55;;1.801927807;1.00732667;0.78
BLa-22;CONVERGENT MARGIN;Mariposa//Unassigned, adjacent to Fine Gold Suite////////////;Tonalite of Oakhurst;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;gd;granodiorite;l-P;5a tonalite;granodiorite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.38666667;-119.695;69.7;0.34;15.3;2.77;0.05;1.2;3.69;2.81;3.2;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.92566291;0.52420675;16.60629544;27.07750793;17.65356022;0;0;0;0;0;2.989354575;0;0.106961106;0;0;0.283831424;0.236862684;96.40424304;13.58557;27.104;17.64768;32.69958;0.236;0.323;4.48579;0;0.50964;-0.20126;96.39;436.46;23326.653;2038.3;;1.842050874;1.018965012;0.878125
BLa-25;CONVERGENT MARGIN;Mariposa//Unassigned, adjacent to Fine Gold Suite////////////;Tonalite of Oakhurst;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;gd;granodiorite;metaluminous;4 granodiorite;tonalite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.42;-119.7033333;66.2;0.51;15.5;3.92;0.07;2.3;4.47;2.85;3.2;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.39510429;0;16.84268399;27.07750793;19.51148098;0;0;0;0.396800367;0;5.545647233;0;0.149745549;1.05852498;0;0;0.236862684;95.214358;13.87378116;27.104;17.464556;26.035876;0.236;0.4845;4.444675053;5.885368327;0;-0.324657539;95.204099;436.46;23658.705;3057.45;;1.856452536;0.940719229;0.890625
BLa-7;CONVERGENT MARGIN;Mariposa//Unassigned, adjacent to Fine Gold Suite////////////;Tonalite of Oakhurst;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;gd;granodiorite;metaluminous;5a tonalite;tonalite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.395;-119.7366667;63;0.67;16.4;4.96;0.08;2.6;5.36;2.31;3;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.95518414;0;13.6514386;25.38516368;24.45989377;0;0;0;0;0;6.476934912;0;0.17113777;1.042210135;0;0.155455364;0.236862684;93.53428106;9.178678757;25.41;22.9466016;24.5034136;0.236;0.6365;6.666515332;4.334974763;0;-0.389657652;93.5230264;436.46;19176.003;4016.65;;2.205570276;0.954518222;0.77
BLc-22;CONVERGENT MARGIN;Mariposa//Unassigned, adjacent to Fine Gold Suite////////////;Tonalite of Oakhurst;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;gd;granodiorite;metaluminous;5a tonalite;tonalite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.35;-119.7216667;63.1;0.64;16.5;5.01;0.09;2.5;5.45;2.13;3.1;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.13830154;0;12.58769014;26.23133581;24.8155152;0;0;0;0;0;6.22782203;0;0.192529991;1.106260815;0;0.088076236;0.236862684;93.62439444;8.473682791;26.257;23.2064668;24.4571928;0.236;0.608;6.137780957;4.609124554;0;-0.372033202;93.6132147;436.46;17681.769;3836.8;;2.228107637;0.952944628;0.687096774
BLc-5;CONVERGENT MARGIN;Mariposa//Unassigned, adjacent to Fine Gold Suite////////////;Tonalite of Oakhurst;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;gd;granite;l-P;4 granodiorite;granodiorite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.36333333;-119.6433333;70.3;0.31;14.8;2.55;0.05;1.1;3.14;3.55;3.1;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.60293494;0.38773293;20.97948356;26.23133581;14.92488975;0;0;0;0;0;2.740241693;0;0.106961106;0;0;0.253818277;0.236862684;96.46426075;18.206355;26.257;14.91968;32.22438;0.236;0.2945;4.120735;0;0.37644;-0.18509;96.45;436.46;29469.615;1858.45;;1.655025462;1.01012105;1.14516129
BLc-57;CONVERGENT MARGIN;Mariposa//Unassigned, adjacent to Fine Gold Suite////////////;Tonalite of Oakhurst;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;gd;granodiorite;m-P;5a tonalite;granodiorite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.335;-119.645;67.3;0.53;15.9;4.26;0.06;1.5;3.99;2.52;3.2;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.54512256;0.892647477;14.89247847;27.07750793;19.14192593;0;0;0;0;0;3.736693218;0;0.128353328;0;0;0.462651174;0.236862684;95.11424278;11.058665;27.104;19.13568;30.76828;0.236;0.5035;5.671505;0;0.87684;-0.25447;95.1;436.46;20919.276;3177.35;;1.989476997;1.042842039;0.7875
BLd-1;CONVERGENT MARGIN;Mariposa//Unassigned, adjacent to Fine Gold Suite////////////;Tonalite of Oakhurst;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;gd;granodiorite;metaluminous;5a tonalite;tonalite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.31333333;-119.61;63.7;0.56;16.5;4.36;0.08;2.1;5.11;2.23;3.2;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.04214532;0.00957565;13.1786615;27.07750793;24.04515322;0;0;0;0;0;5.231370505;0;0.17113777;0;0;0.47013729;0.473725369;93.69941456;7.92158;27.104;24.03616;26.16466;0.472;0.532;7.80896;0;-0.00812;-0.35124;93.68;872.92;18511.899;3357.2;;2.148957714;0.972343788;0.696875
BLd-16;CONVERGENT MARGIN;Mariposa//Unassigned, adjacent to Fine Gold Suite////////////;Tonalite of Oakhurst;cyan2;0;1.42;1.136;ArcNormal;4- ACG & ATG;gd;diorite;metaluminous;5a tonalite;tonalite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.285;-119.585;61.9;0.7;16.2;5.33;0.09;3.4;6.23;2.32;2.7;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.27022274;0;13.71053574;22.84664732;25.23127409;0;0;0;2.287116199;0;7.409574787;0;0.192529991;1.469677362;0;0;0.236862684;93.6544409;12.07910785;22.869;20.1825652;20.9503792;0.236;0.665;2.494122425;14.59896777;0;-0.424979144;93.6501633;436.46;19259.016;4196.5;;2.32992408;0.886185254;0.859259259
BLd-40;CONVERGENT MARGIN;Mariposa//Unassigned, adjacent to Fine Gold Suite////////////;Tonalite of Oakhurst;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;to;granodiorite;metaluminous;5a tonalite;tonalite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.33;-119.5816667;67;0.51;16.2;3.46;0.06;1.6;4.72;2.11;3.5;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.46449243;0;12.46949586;29.6160243;22.26049463;0;0;0;0;0;3.985806099;0;0.128353328;0.354558942;0;0.298149603;0.236862684;95.81423788;9.127494526;29.645;21.7054796;28.3595016;0.236;0.4845;4.96218712;1.536461161;0;-0.255548107;95.8010759;436.46;17515.743;3057.45;;2.014480842;0.974504698;0.602857143
C-CR-11;CONVERGENT MARGIN;Mariposa//Unassigned, adjacent to Fine Gold Suite////////////;Tonalite of Oakhurst;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;gd;granodiorite;l-P;5a tonalite;granodiorite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.375;-119.7216667;66.4;0.52;15.8;4.07;0.13;1.8;4.3;2.4;3.2;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.02090847;0.382831771;14.18331283;27.07750793;20.61457003;0;0;0;0;0;4.484031862;0;0.278098876;0;0;0.373802183;0.260548953;94.67561291;9.57496;27.104;20.607808;29.692728;0.2596;0.494;6.86572;0;0.366264;-0.30508;94.66;480.106;19923.12;3117.4;;2.009626706;1.007617423;0.75
C-CR-14;CONVERGENT MARGIN;Mariposa//Unassigned, adjacent to Fine Gold Suite////////////;Tonalite of Oakhurst;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;gd;granodiorite;l-P;5a tonalite;tonalite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.34166667;-119.6783333;64.6;0.56;16.5;4.44;0.09;2;4.7;2.6;3.1;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.90976496;0.327502657;15.36525557;26.23133581;22.53372384;0;0;0;0;0;4.982257624;0;0.192529991;0;0;0.458873775;0.284235221;94.28547944;10.32538;26.257;22.526336;26.880976;0.2832;0.532;7.48766;0;0.311288;-0.33384;94.27;523.752;21583.38;3357.2;;2.084876743;1.002440629;0.838709677
95-43-1;CONVERGENT MARGIN;Mariposa//Scheelite Suite////////////;Wheeler Creek Granodiorite;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;gd;granite;metaluminous;4 granodiorite;granodiorite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.42;-118.7016667;71.42;0.25;14.47;2.29;0.08;0.78;2.86;3.69;3.44;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.37160587;0;21.80684348;29.10832102;13.14273247;0;0;0;0;0;1.943080473;0;0.17113777;0.276965706;0;0.04713007;0.236862684;97.10467955;20.31488344;29.1368;12.7155504;31.1463784;0.236;0.2375;2.231375972;1.199443606;0;-0.127100221;97.0908316;436.46;30631.797;1498.75;;1.498964068;0.974182665;1.072674419
CT-103;CONVERGENT MARGIN;Mariposa//Scheelite Suite////////////;Wheeler Creek Granodiorite;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;gd;granodiorite;metaluminous;4 granodiorite;tonalite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.83;-118.8266667;65.1;0.52;16;4.78;0.13;1.7;4.6;3.6;2.6;0.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.49110344;0.03675323;21.27496924;22.00047519;21.2535963;0;0;0;0;0;4.234918981;0;0.278098876;0;0;0.373802183;0.568470442;94.51218789;16.89696;22.022;21.244672;27.013952;0.5664;0.494;6.52072;0;0.026576;-0.29528;94.49;1047.504;29884.68;3117.4;;1.957416843;0.967474375;1.384615385
CT-2;CONVERGENT MARGIN;Mariposa//Scheelite Suite////////////;Wheeler Creek Granodiorite;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;gd;granodiorite;metaluminous;4 granodiorite;tonalite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.875;-118.8016667;64.6;0.48;15.8;4.76;0.11;1.8;5.1;3.7;2.6;0.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.11169641;0;21.86594061;22.00047519;20.51280602;0;0;0;1.440051564;0;3.816451595;0;0.235314434;0.874323765;0;0;0.615842979;94.47290258;21.42734604;22.022;17.417684;23.085304;0.6136;0.456;0.689362027;8.977178316;0;-0.232233386;94.456241;1134.796;30714.81;2877.6;;1.907686616;0.900014827;1.423076923
CT-24;CONVERGENT MARGIN;Mariposa//Scheelite Suite////////////;Wheeler Creek Granodiorite;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;ad;granodiorite;metaluminous;4 granodiorite;granodiorite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.835;-118.7916667;66.5;0.45;15.1;4.2;0.1;1.6;4.4;4;2.6;0.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.48760429;0;23.63885472;22.00047519;17.71672245;0;0;0;1.065793636;0;3.491724625;0;0.213922213;0.828315595;0;0;0.568470442;95.01188316;22.96178066;22.022;15.169748;25.636368;0.5664;0.4275;1.040486084;7.383665832;0;-0.212811573;94.995137;1047.504;33205.2;2697.75;;1.754382587;0.909242119;1.538461538
CT-27;CONVERGENT MARGIN;Mariposa//Scheelite Suite////////////;Wheeler Creek Granodiorite;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;mzq;quartz monzonite;l-P;3b granite;quartz monzonite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.89333333;-118.8483333;65.77;0.32;16.75;3.4;0.11;0.83;2.69;4.95;3.85;0.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.80333272;0.478528483;29.25308271;32.57762673;12.49633977;0;0;0;0;0;2.067636914;0;0.235314434;0;0;0.196241566;0.30792149;95.41602482;27.01816;32.6095;12.491264;19.015124;0.3068;0.304;3.33812;0;0.468012;-0.15098;95.4;567.398;41091.435;1918.4;;1.432639993;1.010086003;1.285714286
GM-10;CONVERGENT MARGIN;Mariposa//Scheelite Suite////////////;Wheeler Creek Granodiorite;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;gr;granite;metaluminous;3b granite;granodiorite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.82666667;-118.5533333;71.8;0.2;13.6;2.67;0.08;0.96;3;5;2.4;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.73715693;0;29.5485684;20.30813095;11.5680297;0;0;0;1.672486412;0;1.616151059;0;0.17113777;0.269869655;0;0;0.284235221;97.17576609;30.48728502;20.328;9.047584;30.947344;0.2832;0.19;-1.399084992;7.382405333;0;-0.101637365;97.165096;523.752;41506.5;1199;;1.452922429;0.917979795;2.083333333
GM-123;CONVERGENT MARGIN;Mariposa//Scheelite Suite////////////;Wheeler Creek Granodiorite;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;ad;granodiorite;metaluminous;4 granodiorite;granodiorite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.855;-118.6266667;69.4;0.34;14.8;3.07;0.1;1.2;3.4;4.4;2.5;0.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.40269784;0.12563117;26.00274019;21.15430307;15.82280388;0;0;0;0;0;2.989354575;0;0.213922213;0;0;0.227513846;0.378980295;96.31794708;22.91797;21.175;15.816448;31.173968;0.3776;0.323;4.60429;0;0.119384;-0.20766;96.3;698.336;36525.72;2038.3;;1.667514316;0.982900515;1.76
GM-30;CONVERGENT MARGIN;Mariposa//Scheelite Suite////////////;Wheeler Creek Granodiorite;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;gd;granodiorite;metaluminous;4 granodiorite;granodiorite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.82166667;-118.6166667;68;0.41;14.7;3.83;0.03;1.5;4.5;3.5;2.6;0.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.81780303;0;20.68399788;22.00047519;18.10206282;0;0;0;1.199354197;0;3.180695631;0;0.064176664;0.923590152;0;0;0.497411637;95.4695672;20.76348124;22.022;15.241452;28.550632;0.4956;0.3895;-0.05690954;8.231381547;0;-0.181374243;95.455763;916.566;29054.55;2457.95;;1.822511308;0.904735761;1.346153846
GM-4;CONVERGENT MARGIN;Mariposa//Scheelite Suite////////////;Wheeler Creek Granodiorite;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;ad;granodiorite;metaluminous;4 granodiorite;granodiorite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.775;-118.5816667;67.8;0.38;15.1;3.63;0.11;1.4;4;4.2;2.6;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.79199705;0;24.82079745;22.00047519;17.1260111;0;0;0;0.506365014;0;3.252839235;0;0.235314434;0.628834502;0;0;0.426352832;95.78898681;23.29780051;22.022;15.581988;27.507968;0.4248;0.361;2.286664214;4.494012726;0;-0.20311645;95.773117;785.628;34865.46;2278.1;;1.711337919;0.938095975;1.615384615
GM-6;CONVERGENT MARGIN;Mariposa//Scheelite Suite////////////;Wheeler Creek Granodiorite;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;gd;granodiorite;metaluminous;4 granodiorite;tonalite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.77333333;-118.5016667;63.3;0.56;16.1;5.26;0.12;2;5.5;3.4;2.7;0.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.45062533;0;20.09302651;22.84664732;21.76857327;0;0;0;1.566608529;0;4.256007978;0;0.256706655;1.043076567;0;0;0.734274321;94.01554648;19.67352269;22.869;18.266266;21.373576;0.7316;0.532;0.669697736;10.13957289;0;-0.258178821;93.9970565;1353.026;28224.42;3357.2;;1.98225624;0.888406521;1.259259259
MT-1;CONVERGENT MARGIN;Mariposa//Scheelite Suite////////////;Wheeler Creek Granodiorite;cyan2;15;1.42;1.136;ArcNormal;4- ACG & ATG;ad;granite;metaluminous;4 granodiorite;granodiorite;Gary_s_DB//////////;//////;Bateman et al. (1984);;37.36666667;-118.63;71.46;0.33;13.62;2.85;0.11;1.01;2.87;3.71;2.79;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.72308094;0.083329367;21.92503775;23.60820223;13.454693;0;0;0;0;0;2.5160401;0;0.235314434;0;0;0.206245948;0.284235221;96.03617899;19.269965;23.6313;13.449536;35.210076;0.2832;0.3135;3.965805;0;0.074588;-0.17797;96.02;523.752;30797.823;1978.35;;1.582676689;0.985243035;1.329749104
46143;OCEANIC PLATEAU;CARIBBEAN PLATEAU / ARUBA / ARUBA BATHOLITH / CARIBBEAN SEA//////////////;Aruba;purple4;3;1.4;1.12;plagiogranite;3- RTG;gd;granite;metaluminous;4 granodiorite;granite;//////////;/ GRANITE [1608]//////;Georoc Database [1608];;12.5;-70;74.1;0.25;13.7;1.9;0.03;0.4;1.79;3;4.4;0.057;;;;0.34;;;;;;;2;;;46;188;14;129;3.3;;1752;8.68;18.59;2.21;8.85;1.87;0.86;1.71;0.3;1.86;0.36;1.1;0.17;1.19;0.18;;;;2.83;1.06;;;;;;;;;;;32.76204532;0.096114708;17.72914104;37.2315734;8.508179401;0;0;0;0;0;0.996451525;0;0.064176664;0;0;0.216319013;0.13501173;97.73901281;16.626425;37.268;8.5052096;33.3324136;0.13452;0.2375;1.618225;0;0.0791368;-0.07443;97.727;248.7822;24903.9;1498.75;;1.30653735;0.997062158;0.681818182
46135;OCEANIC PLATEAU;CARIBBEAN PLATEAU / ARUBA / ARUBA BATHOLITH / CARIBBEAN SEA//////////////;Aruba;purple4;3;1.4;1;plagiogranite;3- RTG;dq;diorite;metaluminous;8* quartz monzonite;gabbrodiorite;//////////;/ DIORITE [1608]//////;Georoc Database [1608];;12.5;-70;56.9;0.63;15.7;7.34;0.15;4.6;7.66;0.85;3.86;0.186;;;;0.4;;;;;;106;28;;;17;362;18;54;2.4;;448;7.06;15.32;2.2;10.67;2.65;0.96;2.65;0.46;2.94;0.6;1.63;0.23;1.66;0.24;;;;0.98;0.48;;;;;;;;;;;11.42993147;0;5.023256627;32.66224394;23.00171676;0;0;0;9.480433175;0;7.064245671;0;0.320883319;1.132003224;0;0;0.440564593;90.55527878;12.28580449;32.6942;9.1423332;6.3118712;0.43896;0.5985;-10.77611949;40.26538502;0;-0.397061122;90.5638733;811.8156;7056.105;3776.85;0.0154919;2.159522874;0.740643522;0.220207254
46142;OCEANIC PLATEAU;CARIBBEAN PLATEAU / ARUBA / ARUBA BATHOLITH / CARIBBEAN SEA//////////////;Aruba;purple4;3;1.4;1.12;plagiogranite;3- RTG;to;granodiorite;metaluminous;5a tonalite;granodiorite;//////////;/ TONALITE [1608]//////;Georoc Database [1608];;12.5;-70;66.7;0.33;16;3.99;0.11;1.4;3.94;0.87;5.39;0.129;;;;1.52;;;;;;9;2;;;9;354;10;62;1.3;;529;10.02;22.3;2.86;12.47;2.84;1.01;2.62;0.46;3;0.58;1.73;0.27;1.81;0.29;;;;1.95;0.82;;;;;;;;;;;22.25082375;0;5.141450901;45.60867742;16.89338619;0;0;0;0.850665587;0;3.093228098;0;0.235314434;0.50608987;0;0;0.305552863;94.88518912;4.083661055;45.6533;14.961129;22.69548;0.30444;0.3135;1.591054106;5.461428464;0;-0.191213376;94.87277925;563.0334;7222.131;1978.35;0.00131535;1.631194934;0.942696174;0.161410019
